index,user_id,user_gender,user_age,item_code,category,sub1_category,sub2_category,item_brand,buy_price,buy_count,sub1_counts,sub1_rank,sub2_counts,sub2_rank
22,4163349,F,50,440,과일,국산과일,기타국산과일류,초록마을,2300,7,2143,10.0,1384,16.0
23,4163349,F,50,139285,과일,국산과일,사과,친환경팔도,42900,1,2143,10.0,266,33.0
24,4163349,F,50,749736,과일,국산과일,참외,초록마을,6900,1,2143,10.0,73,49.0
25,4163349,F,50,754191,과일,국산과일,배,초록마을,6900,1,2143,10.0,90,46.0
26,4163349,F,50,754194,과일,국산과일,방울토마토,초록마을,6500,1,2143,10.0,123,42.0
27,6170791,F,50,440,과일,국산과일,기타국산과일류,초록마을,2300,5,2143,10.0,1384,16.0
28,6170791,F,50,305574,냉장식품,포장반찬,김치류,풀무원,49900,1,2451,9.0,2339,7.0
29,6170791,F,50,742545,과일,국산과일,참외,초록마을,6900,3,2143,10.0,73,49.0
30,4298482,F,40,489,과일,국산과일,배,롯데식품관,46900,1,2143,10.0,90,46.0
31,6202368,F,40,830,건강식품,영양제,유산균/프로바이오틱스,에스더포뮬러,39000,1,11216,2.0,2025,11.0
32,4902864,F,20,830,건강식품,영양제,유산균/프로바이오틱스,에스더포뮬러,39000,1,11216,2.0,2025,11.0
33,4129481,F,50,830,건강식품,영양제,유산균/프로바이오틱스,에스더포뮬러,39000,1,11216,2.0,2025,11.0
34,6201197,F,20,830,건강식품,영양제,유산균/프로바이오틱스,에스더포뮬러,39000,1,11216,2.0,2025,11.0
35,6201197,F,20,157231,건강식품,홍삼/인삼가공식품,홍삼근,브이에이피,44000,1,4416,8.0,5,68.0
36,6201197,F,20,157231,건강식품,홍삼/인삼가공식품,홍삼근,브이에이피,44000,1,4416,8.0,5,68.0
37,6201197,F,20,211535,건강식품,영양제,기타영양제,지앤씨,44800,1,11216,2.0,2331,8.0
38,6201197,F,20,211535,건강식품,영양제,기타영양제,지앤씨,44800,1,11216,2.0,2331,8.0
39,6468390,M,50,830,건강식품,영양제,유산균/프로바이오틱스,에스더포뮬러,39000,1,11216,2.0,2025,11.0
40,4200308,F,40,830,건강식품,영양제,유산균/프로바이오틱스,에스더포뮬러,39000,1,11216,2.0,2025,11.0
41,166615,F,30,916,과일,견과류,밤,롯데식품관,39600,1,8893,5.0,763,24.0
42,4458784,F,40,918,과일,견과류,땅콩,그린너트,3000,1,8893,5.0,257,34.0
43,4458784,F,40,918,과일,견과류,땅콩,그린너트,3000,1,8893,5.0,257,34.0
44,4458784,F,40,10124,과일,견과류,기타견과류,그린너트,3800,1,8893,5.0,1947,12.0
45,1626216,M,40,918,과일,견과류,땅콩,그린너트,3000,1,8893,5.0,257,34.0
46,3453039,F,40,918,과일,견과류,땅콩,그린너트,3000,3,8893,5.0,257,34.0
47,3183397,F,40,918,과일,견과류,땅콩,그린너트,3000,1,8893,5.0,257,34.0
48,3183397,F,40,925,과일,견과류,땅콩,그린너트,3900,1,8893,5.0,257,34.0
49,2973972,F,40,918,과일,견과류,땅콩,그린너트,3000,1,8893,5.0,257,34.0
50,2973972,F,40,833515,과일,견과류,호두,그린너트,6900,3,8893,5.0,891,23.0
51,1264114,F,40,922,과일,견과류,땅콩,그린너트,5900,1,8893,5.0,257,34.0
52,6015294,F,50,922,과일,견과류,땅콩,그린너트,5900,1,8893,5.0,257,34.0
53,5115618,F,30,923,과일,견과류,땅콩,그린너트,6900,1,8893,5.0,257,34.0
54,5115618,F,30,5906,과일,견과류,호두,산과들에,6900,2,8893,5.0,891,23.0
55,5115618,F,30,242588,과일,견과류,기타견과류,넛츠팜,5900,1,8893,5.0,1947,12.0
56,5115618,F,30,242639,과일,견과류,기타견과류,넛츠팜,4900,1,8893,5.0,1947,12.0
57,5843043,M,40,923,과일,견과류,땅콩,그린너트,6900,1,8893,5.0,257,34.0
58,2860104,F,50,923,과일,견과류,땅콩,그린너트,6900,1,8893,5.0,257,34.0
59,2860104,F,50,7048,과일,견과류,땅콩,산과들에,3500,1,8893,5.0,257,34.0
60,2860104,F,50,834300,과일,견과류,땅콩,산과들에,4200,1,8893,5.0,257,34.0
61,2860104,F,50,838089,냉동식품,냉동간편식,기타냉동간편식,추억의 국민학교 떡볶이,4950,2,9912,3.0,6198,3.0
62,2860104,F,50,838090,냉동식품,냉동간편식,기타냉동간편식,추억의 국민학교 떡볶이,4950,2,9912,3.0,6198,3.0
63,5058880,M,40,925,과일,견과류,땅콩,그린너트,3900,1,8893,5.0,257,34.0
64,5058880,M,40,838090,냉동식품,냉동간편식,기타냉동간편식,추억의 국민학교 떡볶이,4950,1,9912,3.0,6198,3.0
65,5058880,M,40,838090,냉동식품,냉동간편식,기타냉동간편식,추억의 국민학교 떡볶이,4950,1,9912,3.0,6198,3.0
66,3193829,M,40,925,과일,견과류,땅콩,그린너트,3900,1,8893,5.0,257,34.0
67,4445493,F,40,925,과일,견과류,땅콩,그린너트,3900,2,8893,5.0,257,34.0
68,1482759,F,50,925,과일,견과류,땅콩,그린너트,3900,1,8893,5.0,257,34.0
69,1482759,F,50,833515,과일,견과류,호두,그린너트,6900,1,8893,5.0,891,23.0
70,3710295,M,30,925,과일,견과류,땅콩,그린너트,3900,1,8893,5.0,257,34.0
71,3710295,M,30,325723,건강식품,건강보조식품,다이어트보조식품,네이처드림,5900,1,4778,7.0,4346,4.0
72,3710295,M,30,816043,축산물,닭고기류,볶음탕용닭,마니커,4800,2,14420,1.0,11,65.0
73,3710295,M,30,816043,축산물,닭고기류,볶음탕용닭,마니커,4800,3,14420,1.0,11,65.0
74,3801882,F,30,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5350,10,9912,3.0,1079,18.0
75,3801882,F,30,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5350,14,9912,3.0,1079,18.0
76,3801882,F,30,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5350,8,9912,3.0,1079,18.0
77,3801882,F,30,842928,건강식품,영양제,일반비타민,솔가,43300,1,11216,2.0,3781,5.0
78,1985410,F,40,980,냉동식품,냉동간편식,냉동국탕류,초록마을,6300,2,9912,3.0,1079,18.0
79,1985410,F,40,399214,냉동식품,냉동간편식,냉동국탕류,올가홀푸드,6300,2,9912,3.0,1079,18.0
80,4162068,F,30,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5350,1,9912,3.0,1079,18.0
81,4162068,F,30,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5350,1,9912,3.0,1079,18.0
82,1069308,F,40,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5350,2,9912,3.0,1079,18.0
83,1069308,F,40,9266,과일,견과류,호두,빨강호두,6500,2,8893,5.0,891,23.0
84,1422321,F,40,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5350,2,9912,3.0,1079,18.0
85,1422321,F,40,674712,냉동식품,냉동간편식,냉동만두,성경순만두,4900,2,9912,3.0,639,26.0
86,1422321,F,40,698673,건강식품,건강보조식품,다이어트보조식품,테일러,7000,2,4778,7.0,4346,4.0
87,797287,F,40,980,냉동식품,냉동간편식,냉동국탕류,초록마을,4800,2,9912,3.0,1079,18.0
88,5793502,F,30,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5850,1,9912,3.0,1079,18.0
89,5513808,F,40,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5350,2,9912,3.0,1079,18.0
90,5513808,F,40,810976,축산물,닭고기류,삼계탕용닭,하림,5900,2,14420,1.0,414,29.0
91,3912631,F,50,980,냉동식품,냉동간편식,냉동국탕류,초록마을,6900,2,9912,3.0,1079,18.0
92,3912631,F,50,353767,냉동식품,냉동간편식,기타냉동간편식,본죽,3600,2,9912,3.0,6198,3.0
93,3912631,F,50,742545,과일,국산과일,참외,초록마을,6500,1,2143,10.0,73,49.0
94,3912631,F,50,749736,과일,국산과일,참외,초록마을,5900,1,2143,10.0,73,49.0
95,6262111,F,50,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5850,6,9912,3.0,1079,18.0
96,1546678,F,30,980,냉동식품,냉동간편식,냉동국탕류,초록마을,4800,6,9912,3.0,1079,18.0
97,1546678,F,30,5051,과일,국산과일,토마토,초록마을,6900,1,2143,10.0,43,51.0
98,1546678,F,30,754191,과일,국산과일,배,초록마을,5000,1,2143,10.0,90,46.0
99,1546678,F,30,754192,과일,국산과일,사과,초록마을,5900,2,2143,10.0,266,33.0
100,1546678,F,30,781758,과일,국산과일,방울토마토,초록마을,5000,1,2143,10.0,123,42.0
101,5331560,F,40,980,냉동식품,냉동간편식,냉동국탕류,초록마을,6900,1,9912,3.0,1079,18.0
102,4675171,F,30,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5350,2,9912,3.0,1079,18.0
103,192263,F,40,980,냉동식품,냉동간편식,냉동국탕류,초록마을,4800,5,9912,3.0,1079,18.0
104,5463460,M,60,980,냉동식품,냉동간편식,냉동국탕류,초록마을,6900,5,9912,3.0,1079,18.0
105,5463460,M,60,108792,냉장식품,포장반찬,김치류,친정엄마,6900,2,2451,9.0,2339,7.0
106,2156621,M,60,980,냉동식품,냉동간편식,냉동국탕류,초록마을,6900,2,9912,3.0,1079,18.0
107,2695695,F,40,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5350,2,9912,3.0,1079,18.0
108,2695695,F,40,605088,건강식품,영양제,일반비타민,고려은단,39400,1,11216,2.0,3781,5.0
109,753829,M,60,980,냉동식품,냉동간편식,냉동국탕류,초록마을,6900,2,9912,3.0,1079,18.0
110,1870172,F,30,980,냉동식품,냉동간편식,냉동국탕류,초록마을,6900,1,9912,3.0,1079,18.0
111,1870172,F,30,755844,냉동식품,냉동간편식,냉동튀김,동원,2900,1,9912,3.0,215,38.0
112,4665716,F,30,980,냉동식품,냉동간편식,냉동국탕류,초록마을,5350,1,9912,3.0,1079,18.0
113,273992,F,30,1012,건강식품,영양제,자연유래영양제,굿헬스,41600,1,11216,2.0,204,39.0
114,273992,F,30,1012,건강식품,영양제,자연유래영양제,굿헬스,41600,1,11216,2.0,204,39.0
115,273992,F,30,1012,건강식품,영양제,자연유래영양제,굿헬스,41600,1,11216,2.0,204,39.0
116,273992,F,30,1012,건강식품,영양제,자연유래영양제,굿헬스,41600,1,11216,2.0,204,39.0
117,273992,F,30,1012,건강식품,영양제,자연유래영양제,굿헬스,41600,1,11216,2.0,204,39.0
118,273992,F,30,576129,건강식품,영양제,자연유래영양제,하이웰,49000,1,11216,2.0,204,39.0
119,273992,F,30,576129,건강식품,영양제,자연유래영양제,하이웰,49000,1,11216,2.0,204,39.0
120,273992,F,30,576129,건강식품,영양제,자연유래영양제,하이웰,49000,1,11216,2.0,204,39.0
121,273992,F,30,576129,건강식품,영양제,자연유래영양제,하이웰,49000,1,11216,2.0,204,39.0
122,273992,F,30,576129,건강식품,영양제,자연유래영양제,하이웰,49000,1,11216,2.0,204,39.0
123,273992,F,30,576129,건강식품,영양제,자연유래영양제,하이웰,49000,1,11216,2.0,204,39.0
124,5557287,F,30,1012,건강식품,영양제,자연유래영양제,굿헬스,41600,1,11216,2.0,204,39.0
125,5557287,F,30,818066,건강식품,영양제,종합영양제,온푸드,52800,1,11216,2.0,899,22.0
126,5782272,F,40,1018,건강식품,영양제,글루코사민,굿헬스,51900,2,11216,2.0,33,52.0
127,6122634,F,40,1018,건강식품,영양제,글루코사민,굿헬스,51900,1,11216,2.0,33,52.0
128,6488971,F,40,1043,건강식품,건강진액,채소즙,초록마을,42000,1,6022,6.0,2235,10.0
129,149977,F,40,1043,건강식품,건강진액,채소즙,초록마을,42000,2,6022,6.0,2235,10.0
130,149977,F,40,1043,건강식품,건강진액,채소즙,초록마을,42000,2,6022,6.0,2235,10.0
131,2495184,F,30,1043,건강식품,건강진액,채소즙,초록마을,42000,1,6022,6.0,2235,10.0
132,2495184,F,30,1043,건강식품,건강진액,채소즙,초록마을,42000,1,6022,6.0,2235,10.0
133,2495184,F,30,1043,건강식품,건강진액,채소즙,초록마을,42000,1,6022,6.0,2235,10.0
134,2495184,F,30,798594,건강식품,영양제,유산균/프로바이오틱스,종근당 건강,39900,1,11216,2.0,2025,11.0
135,3166608,F,30,1043,건강식품,건강진액,채소즙,초록마을,42000,1,6022,6.0,2235,10.0
136,568519,F,30,1043,건강식품,건강진액,채소즙,초록마을,42000,2,6022,6.0,2235,10.0
137,4742690,F,40,1043,건강식품,건강진액,채소즙,초록마을,42000,1,6022,6.0,2235,10.0
138,672444,F,30,1049,냉동식품,냉동간편식,냉동만두,초록마을,5000,1,9912,3.0,639,26.0
139,672444,F,30,749664,과일,국산과일,사과,초록마을,50000,1,2143,10.0,266,33.0
140,2170592,M,40,1049,냉동식품,냉동간편식,냉동만두,초록마을,5000,1,9912,3.0,639,26.0
141,5213754,F,40,1049,냉동식품,냉동간편식,냉동만두,초록마을,5000,4,9912,3.0,639,26.0
142,5213754,F,40,728091,건강식품,건강보조식품,다이어트보조식품,태광선식,5500,1,4778,7.0,4346,4.0
143,5213754,F,40,728091,건강식품,건강보조식품,다이어트보조식품,태광선식,5500,2,4778,7.0,4346,4.0
144,5213754,F,40,728091,건강식품,건강보조식품,다이어트보조식품,태광선식,3300,10,4778,7.0,4346,4.0
145,4054951,F,40,1049,냉동식품,냉동간편식,냉동만두,초록마을,5000,1,9912,3.0,639,26.0
146,4054951,F,40,791144,냉장식품,포장반찬,김치류,씨제이제일제당,1100,1,2451,9.0,2339,7.0
147,947652,F,30,1049,냉동식품,냉동간편식,냉동만두,초록마을,5000,1,9912,3.0,639,26.0
148,3943654,F,40,1342,건강식품,건강진액,채소즙,롯데식품관,49000,1,6022,6.0,2235,10.0
149,3943654,F,40,844330,건강식품,영양제,종합영양제,네이처스플러스,45000,1,11216,2.0,899,22.0
150,5651871,F,40,1342,건강식품,건강진액,채소즙,롯데식품관,49000,1,6022,6.0,2235,10.0
151,5651871,F,40,1342,건강식품,건강진액,채소즙,롯데식품관,49000,1,6022,6.0,2235,10.0
152,5651871,F,40,675341,과일,견과류,혼합견과,그린너트,39900,1,8893,5.0,3562,6.0
153,5651871,F,40,830177,건강식품,건강진액,채소즙,올즙,47900,1,6022,6.0,2235,10.0
154,5651871,F,40,830177,건강식품,건강진액,채소즙,올즙,47900,1,6022,6.0,2235,10.0
155,3350826,F,40,1342,건강식품,건강진액,채소즙,롯데식품관,49000,1,6022,6.0,2235,10.0
156,2069074,F,40,1342,건강식품,건강진액,채소즙,롯데식품관,49000,1,6022,6.0,2235,10.0
157,2366211,M,40,1380,냉동식품,냉동간편식,냉동피자,씨제이제일제당,1960,1,9912,3.0,2,78.0
158,2366211,M,40,1380,냉동식품,냉동간편식,냉동피자,씨제이제일제당,1960,1,9912,3.0,2,78.0
159,2366211,M,40,14813,냉동식품,냉동간편식,기타냉동간편식,풀무원,2400,1,9912,3.0,6198,3.0
160,2366211,M,40,14813,냉동식품,냉동간편식,기타냉동간편식,풀무원,2400,1,9912,3.0,6198,3.0
161,2366211,M,40,390894,건강식품,건강진액,과일즙,신선한아침,270,4,6022,6.0,2294,9.0
162,2366211,M,40,486357,축산물,닭고기류,닭가슴살,꼬꼬빌,1700,1,14420,1.0,13983,1.0
163,2366211,M,40,499574,냉장식품,포장반찬,김치류,씨제이프레시웨이,3500,1,2451,9.0,2339,7.0
164,2366211,M,40,535286,냉동식품,냉동간편식,기타냉동간편식,마이닭,1250,1,9912,3.0,6198,3.0
165,2366211,M,40,585005,축산물,닭고기류,닭가슴살,아침,1900,1,14420,1.0,13983,1.0
166,2366211,M,40,585005,축산물,닭고기류,닭가슴살,아침,1900,1,14420,1.0,13983,1.0
167,2366211,M,40,585005,축산물,닭고기류,닭가슴살,아침,1900,1,14420,1.0,13983,1.0
168,2366211,M,40,616203,냉동식품,냉동간편식,냉동밥,천일냉동,1800,1,9912,3.0,1490,14.0
169,2366211,M,40,688240,냉동식품,냉동간편식,냉동만두,씨제이제일제당,1500,1,9912,3.0,639,26.0
170,2366211,M,40,688240,냉동식품,냉동간편식,냉동만두,씨제이제일제당,1500,1,9912,3.0,639,26.0
171,2366211,M,40,688240,냉동식품,냉동간편식,냉동만두,씨제이제일제당,1500,1,9912,3.0,639,26.0
172,2366211,M,40,691058,축산물,닭고기류,삼계탕용닭,롯데식품관,3900,1,14420,1.0,414,29.0
173,2366211,M,40,731980,축산물,닭고기류,닭가슴살,허닭,1950,1,14420,1.0,13983,1.0
174,2366211,M,40,768368,축산물,닭고기류,닭가슴살,맛있닭,1800,1,14420,1.0,13983,1.0
175,2366211,M,40,768368,축산물,닭고기류,닭가슴살,맛있닭,1800,1,14420,1.0,13983,1.0
176,2366211,M,40,821480,냉동식품,냉동간편식,냉동만두,씨제이제일제당,2300,1,9912,3.0,639,26.0
177,2366211,M,40,821480,냉동식품,냉동간편식,냉동만두,씨제이제일제당,2300,1,9912,3.0,639,26.0
178,2366211,M,40,821916,건강식품,건강진액,채소즙,롯데식품관,330,1,6022,6.0,2235,10.0
179,2366211,M,40,833340,축산물,닭고기류,닭가슴살,아임닭,1950,1,14420,1.0,13983,1.0
180,2366211,M,40,833340,축산물,닭고기류,닭가슴살,아임닭,1950,1,14420,1.0,13983,1.0
181,2366211,M,40,833340,축산물,닭고기류,닭가슴살,아임닭,1950,1,14420,1.0,13983,1.0
182,2366211,M,40,833340,축산물,닭고기류,닭가슴살,아임닭,1950,1,14420,1.0,13983,1.0
183,2366211,M,40,846486,냉동식품,냉동간편식,냉동밥,천일냉동,990,1,9912,3.0,1490,14.0
184,2366211,M,40,846486,냉동식품,냉동간편식,냉동밥,천일냉동,990,1,9912,3.0,1490,14.0
185,3514529,F,40,1550,건강식품,영양제,자연유래영양제,웰러스,42900,1,11216,2.0,204,39.0
186,3514529,F,40,827775,건강식품,건강진액,과일즙,올즙,46900,1,6022,6.0,2294,9.0
187,4372748,F,50,1550,건강식품,영양제,자연유래영양제,웰러스,41900,1,11216,2.0,204,39.0
188,4330246,F,40,1550,건강식품,영양제,자연유래영양제,웰러스,41900,1,11216,2.0,204,39.0
189,5607521,M,50,1571,건강식품,영양제,자연유래영양제,지앤씨,43000,1,11216,2.0,204,39.0
190,916547,F,40,1571,건강식품,영양제,자연유래영양제,지앤씨,43000,1,11216,2.0,204,39.0
191,916547,F,40,844821,건강식품,영양제,종합영양제,솔가,40300,1,11216,2.0,899,22.0
192,3563912,F,40,1571,건강식품,영양제,자연유래영양제,지앤씨,43000,1,11216,2.0,204,39.0
193,4721795,F,40,1576,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
194,4721795,F,40,202783,음료,생수,생수,쥬맥스,6600,1,9730,4.0,9703,2.0
195,4721795,F,40,654875,음료,생수,생수,해태음료,4780,2,9730,4.0,9703,2.0
196,4721795,F,40,804957,음료,생수,생수,쥬맥스,6000,2,9730,4.0,9703,2.0
197,1013112,F,40,1576,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
198,1013112,F,40,751330,건강식품,영양제,일반비타민,지앤씨,43000,1,11216,2.0,3781,5.0
199,5104669,F,40,1576,건강식품,영양제,종합영양제,지앤씨,43000,2,11216,2.0,899,22.0
200,5104669,F,40,605088,건강식품,영양제,일반비타민,고려은단,39400,1,11216,2.0,3781,5.0
201,5104669,F,40,630889,건강식품,영양제,유산균/프로바이오틱스,종근당 건강,41500,1,11216,2.0,2025,11.0
202,3659610,F,40,1576,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
203,3659610,F,40,752392,건강식품,영양제,일반비타민,지앤씨,43000,1,11216,2.0,3781,5.0
204,3659610,F,40,816627,건강식품,영양제,일반비타민,고려은단,39900,1,11216,2.0,3781,5.0
205,4667056,M,40,1576,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
206,4667056,M,40,5906,과일,견과류,호두,산과들에,6900,1,8893,5.0,891,23.0
207,3967926,F,30,1580,건강식품,영양제,종합영양제,지앤씨,45000,1,11216,2.0,899,22.0
208,6148558,F,40,1580,건강식품,영양제,종합영양제,지앤씨,45000,1,11216,2.0,899,22.0
209,5021418,F,30,1580,건강식품,영양제,종합영양제,지앤씨,45000,1,11216,2.0,899,22.0
210,5021418,F,30,752395,건강식품,영양제,칼슘/미네랄,지앤씨,43000,1,11216,2.0,491,28.0
211,3584777,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
212,6303060,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
213,2335100,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
214,2335100,F,40,816627,건강식품,영양제,일반비타민,고려은단,39900,1,11216,2.0,3781,5.0
215,5385072,F,30,1584,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
216,5385072,F,30,599049,건강식품,영양제,종합영양제,센트룸,48000,1,11216,2.0,899,22.0
217,3725304,M,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
218,6491007,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
219,5181261,F,50,1584,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
220,5188441,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
221,1938002,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
222,1938002,F,40,120073,건강식품,영양제,일반비타민,지앤씨,47250,1,11216,2.0,3781,5.0
223,1938002,F,40,841466,건강식품,영양제,일반비타민,지앤씨,39900,1,11216,2.0,3781,5.0
224,408429,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1,11216,2.0,899,22.0
225,876827,M,40,1590,건강식품,영양제,오메가3/기타추출오일,지앤씨,41000,1,11216,2.0,412,30.0
226,876827,M,40,1590,건강식품,영양제,오메가3/기타추출오일,지앤씨,41000,1,11216,2.0,412,30.0
227,2356747,F,50,1590,건강식품,영양제,오메가3/기타추출오일,지앤씨,41000,1,11216,2.0,412,30.0
228,2356747,F,50,1590,건강식품,영양제,오메가3/기타추출오일,지앤씨,41000,1,11216,2.0,412,30.0
229,2356747,F,50,54732,건강식품,영양제,칼슘/미네랄,뉴트라라이프,48000,1,11216,2.0,491,28.0
230,2356747,F,50,630889,건강식품,영양제,유산균/프로바이오틱스,종근당 건강,41500,1,11216,2.0,2025,11.0
231,2356747,F,50,712820,건강식품,영양제,일반비타민,고려은단,45000,1,11216,2.0,3781,5.0
232,2356747,F,50,752395,건강식품,영양제,칼슘/미네랄,지앤씨,43000,1,11216,2.0,491,28.0
233,1592091,M,70,1594,건강식품,영양제,일반비타민,지앤씨,41000,1,11216,2.0,3781,5.0
234,1592091,M,70,437513,건강식품,영양제,기타영양제,지앤씨,47600,1,11216,2.0,2331,8.0
235,1461569,F,30,1841,건강식품,영양제,종합영양제,애플트리 김약사네,45000,1,11216,2.0,899,22.0
236,2769897,F,30,1841,건강식품,영양제,종합영양제,애플트리 김약사네,45000,1,11216,2.0,899,22.0
237,3497202,M,50,1885,냉장식품,포장반찬,김치류,참가득,7000,1,2451,9.0,2339,7.0
238,326722,M,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3,4416,8.0,1037,20.0
239,326722,M,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3,4416,8.0,1037,20.0
240,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3,4416,8.0,1037,20.0
241,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3,4416,8.0,1037,20.0
242,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3,4416,8.0,1037,20.0
243,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,2,4416,8.0,1037,20.0
244,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3,4416,8.0,1037,20.0
245,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3,4416,8.0,1037,20.0
246,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3,4416,8.0,1037,20.0
247,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,6,4416,8.0,1037,20.0
248,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,6,4416,8.0,1037,20.0
249,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,6,4416,8.0,1037,20.0
250,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,7,4416,8.0,1037,20.0
251,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,6,4416,8.0,1037,20.0
252,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,7,4416,8.0,1037,20.0
253,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,7,4416,8.0,1037,20.0
254,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,7,4416,8.0,1037,20.0
