index,user_id,user_gender,user_age,item_code,category,sub1_category,sub2_category,item_brand,buy_price,buy_count
173,2366211,M,40,731980,축산물,닭고기류,닭가슴살,허닭,1950,1
174,2366211,M,40,768368,축산물,닭고기류,닭가슴살,맛있닭,1800,1
175,2366211,M,40,768368,축산물,닭고기류,닭가슴살,맛있닭,1800,1
176,2366211,M,40,821480,냉동식품,냉동간편식,냉동만두,씨제이제일제당,2300,1
177,2366211,M,40,821480,냉동식품,냉동간편식,냉동만두,씨제이제일제당,2300,1
178,2366211,M,40,821916,건강식품,건강진액,채소즙,롯데식품관,330,1
179,2366211,M,40,833340,축산물,닭고기류,닭가슴살,아임닭,1950,1
180,2366211,M,40,833340,축산물,닭고기류,닭가슴살,아임닭,1950,1
181,2366211,M,40,833340,축산물,닭고기류,닭가슴살,아임닭,1950,1
182,2366211,M,40,833340,축산물,닭고기류,닭가슴살,아임닭,1950,1
183,2366211,M,40,846486,냉동식품,냉동간편식,냉동밥,천일냉동,990,1
184,2366211,M,40,846486,냉동식품,냉동간편식,냉동밥,천일냉동,990,1
185,3514529,F,40,1550,건강식품,영양제,자연유래영양제,웰러스,42900,1
186,3514529,F,40,827775,건강식품,건강진액,과일즙,올즙,46900,1
187,4372748,F,50,1550,건강식품,영양제,자연유래영양제,웰러스,41900,1
188,4330246,F,40,1550,건강식품,영양제,자연유래영양제,웰러스,41900,1
189,5607521,M,50,1571,건강식품,영양제,자연유래영양제,지앤씨,43000,1
190,916547,F,40,1571,건강식품,영양제,자연유래영양제,지앤씨,43000,1
191,916547,F,40,844821,건강식품,영양제,종합영양제,솔가,40300,1
192,3563912,F,40,1571,건강식품,영양제,자연유래영양제,지앤씨,43000,1
193,4721795,F,40,1576,건강식품,영양제,종합영양제,지앤씨,43000,1
194,4721795,F,40,202783,음료,생수,생수,쥬맥스,6600,1
195,4721795,F,40,654875,음료,생수,생수,해태음료,4780,2
196,4721795,F,40,804957,음료,생수,생수,쥬맥스,6000,2
197,1013112,F,40,1576,건강식품,영양제,종합영양제,지앤씨,43000,1
198,1013112,F,40,751330,건강식품,영양제,일반비타민,지앤씨,43000,1
199,5104669,F,40,1576,건강식품,영양제,종합영양제,지앤씨,43000,2
200,5104669,F,40,605088,건강식품,영양제,일반비타민,고려은단,39400,1
201,5104669,F,40,630889,건강식품,영양제,유산균/프로바이오틱스,종근당 건강,41500,1
202,3659610,F,40,1576,건강식품,영양제,종합영양제,지앤씨,43000,1
203,3659610,F,40,752392,건강식품,영양제,일반비타민,지앤씨,43000,1
204,3659610,F,40,816627,건강식품,영양제,일반비타민,고려은단,39900,1
205,4667056,M,40,1576,건강식품,영양제,종합영양제,지앤씨,43000,1
206,4667056,M,40,5906,과일,견과류,호두,산과들에,6900,1
207,3967926,F,30,1580,건강식품,영양제,종합영양제,지앤씨,45000,1
208,6148558,F,40,1580,건강식품,영양제,종합영양제,지앤씨,45000,1
209,5021418,F,30,1580,건강식품,영양제,종합영양제,지앤씨,45000,1
210,5021418,F,30,752395,건강식품,영양제,칼슘/미네랄,지앤씨,43000,1
211,3584777,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1
212,6303060,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1
213,2335100,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1
214,2335100,F,40,816627,건강식품,영양제,일반비타민,고려은단,39900,1
215,5385072,F,30,1584,건강식품,영양제,종합영양제,지앤씨,43000,1
216,5385072,F,30,599049,건강식품,영양제,종합영양제,센트룸,48000,1
217,3725304,M,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1
218,6491007,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1
219,5181261,F,50,1584,건강식품,영양제,종합영양제,지앤씨,43000,1
220,5188441,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1
221,1938002,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1
222,1938002,F,40,120073,건강식품,영양제,일반비타민,지앤씨,47250,1
223,1938002,F,40,841466,건강식품,영양제,일반비타민,지앤씨,39900,1
224,408429,F,40,1584,건강식품,영양제,종합영양제,지앤씨,43000,1
225,876827,M,40,1590,건강식품,영양제,오메가3/기타추출오일,지앤씨,41000,1
226,876827,M,40,1590,건강식품,영양제,오메가3/기타추출오일,지앤씨,41000,1
227,2356747,F,50,1590,건강식품,영양제,오메가3/기타추출오일,지앤씨,41000,1
228,2356747,F,50,1590,건강식품,영양제,오메가3/기타추출오일,지앤씨,41000,1
229,2356747,F,50,54732,건강식품,영양제,칼슘/미네랄,뉴트라라이프,48000,1
230,2356747,F,50,630889,건강식품,영양제,유산균/프로바이오틱스,종근당 건강,41500,1
231,2356747,F,50,712820,건강식품,영양제,일반비타민,고려은단,45000,1
232,2356747,F,50,752395,건강식품,영양제,칼슘/미네랄,지앤씨,43000,1
233,1592091,M,70,1594,건강식품,영양제,일반비타민,지앤씨,41000,1
234,1592091,M,70,437513,건강식품,영양제,기타영양제,지앤씨,47600,1
235,1461569,F,30,1841,건강식품,영양제,종합영양제,애플트리 김약사네,45000,1
236,2769897,F,30,1841,건강식품,영양제,종합영양제,애플트리 김약사네,45000,1
237,3497202,M,50,1885,냉장식품,포장반찬,김치류,참가득,7000,1
238,326722,M,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
239,326722,M,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
240,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
241,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
242,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
243,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,2
244,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
245,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
246,4328672,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
247,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,6
248,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,6
249,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,6
250,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,7
251,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,6
252,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,7
253,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,7
254,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,7
255,637820,M,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,6
256,6510366,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
257,85181,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
258,85181,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
259,4556260,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
260,5772589,M,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,4
261,3557586,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
262,3235405,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
263,4135146,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
264,4135146,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
265,4135146,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
266,4135146,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
267,4135146,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,5
268,4135146,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,2
269,4135146,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
270,4135146,F,50,254702,음료,두유,일반두유,롯데상사,6800,3
271,3618819,M,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
272,3618819,M,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
273,4335375,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
274,3717363,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
275,3717363,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,6
276,1618727,M,20,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
277,1618727,M,20,1983,건강식품,홍삼/인삼가공식품,인삼가공식품,정관장,40000,1
278,5696651,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
279,2101662,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
280,2101662,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
281,2101662,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
282,5552318,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
283,5552318,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
284,5552318,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
285,6566995,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,2
286,6566995,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
287,5541904,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
288,5541904,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
289,5541904,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
290,5541904,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
291,2386246,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
292,2386246,F,50,1983,건강식품,홍삼/인삼가공식품,인삼가공식품,정관장,40000,1
293,2386246,F,50,1983,건강식품,홍삼/인삼가공식품,인삼가공식품,정관장,40000,1
294,2343245,F,70,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
295,2343245,F,70,816627,건강식품,영양제,일반비타민,고려은단,47000,1
296,2343245,F,70,816627,건강식품,영양제,일반비타민,고려은단,47000,1
297,4522264,F,20,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
298,5437378,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
299,5437378,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
300,5437378,F,40,109949,건강식품,영양제,자연유래영양제,핀란디아,47900,1
301,5437378,F,40,109949,건강식품,영양제,자연유래영양제,핀란디아,47900,1
302,5437378,F,40,109949,건강식품,영양제,자연유래영양제,핀란디아,47900,1
303,3476070,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
304,3476070,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
305,3476070,F,40,843940,건강식품,건강진액,과일즙,보뚜슈퍼푸드,43900,1
306,266499,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
307,266499,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
308,266499,F,50,630889,건강식품,영양제,유산균/프로바이오틱스,종근당 건강,41500,1
309,5368209,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
310,3028455,M,20,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
311,3028455,M,20,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,2
312,3938146,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,2
313,4873563,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,3
314,1954590,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
315,3018806,M,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
316,1966203,F,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
317,5229860,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,20
318,1886451,M,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,2
319,1886451,M,30,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,2
320,2518252,F,40,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
321,6063954,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
322,6063954,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
323,6063954,F,50,1977,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
324,6063954,F,50,64816,건강식품,홍삼/인삼가공식품,홍삼정/분말/환,정관장,42000,1
